time,AF3,F7,F3,FC5,T7,P7,O1
25.773,18.998,19.323,19.984,17.165,17.707,19.694,18.962
25.781,16.495,13.626,13.668,15.020,13.699,15.336,15.802
25.789,16.783,16.685,14.104,15.653,15.785,13.300,14.653
25.797,26.674,27.399,23.099,21.558,24.038,26.469,22.547
25.805,32.375,35.781,33.064,34.729,35.330,37.008,36.420
25.812,41.502,40.984,39.001,40.593,38.894,39.438,39.585
25.820,41.512,43.892,43.079,39.234,41.019,40.493,41.969
25.828,32.978,35.248,37.110,32.675,34.321,34.912,33.920
25.836,26.023,27.685,26.277,27.805,25.675,27.926,28.966
25.844,21.309,20.328,24.835,23.732,21.388,22.331,21.046
25.852,18.074,18.235,21.246,16.540,20.960,21.871,21.084
25.859,16.728,13.443,13.697,16.215,14.218,15.150,15.047
25.867,9.347,9.146,10.278,12.023,8.230,11.510,11.913
25.875,6.400,6.230,5.859,2.557,5.381,5.388,3.906
25.883,1.410,2.745,1.156,5.285,1.888,3.737,4.791
25.891,11.104,9.621,7.055,9.993,11.542,6.901,6.362
25.898,21.174,17.026,21.164,21.239,20.058,22.201,20.100
25.906,30.643,31.035,31.532,33.579,31.843,32.319,34.454
25.914,40.798,37.339,38.642,39.439,39.549,40.477,40.798
25.922,38.600,39.442,39.837,40.341,40.529,41.360,42.620
25.930,33.745,36.982,33.500,34.926,37.958,33.895,35.553
25.938,33.530,32.202,32.938,33.421,34.335,34.905,32.443
25.945,31.004,29.212,30.237,27.893,30.878,28.115,29.989
25.953,25.946,30.029,28.032,28.629,26.278,26.501,30.135
25.961,27.994,26.001,27.343,28.205,28.327,25.239,26.627
25.969,21.407,23.406,21.180,22.137,20.689,24.217,24.228
25.977,19.133,20.679,20.032,20.257,16.620,19.467,21.076
25.984,20.683,20.565,19.469,21.381,21.405,21.129,21.780
25.992,28.370,27.164,29.993,28.499,28.877,26.197,28.184
26.000,42.260,42.545,40.614,40.021,44.338,43.016,42.983
26.008,54.073,52.764,54.784,53.757,56.459,55.029,55.823
26.016,64.900,62.824,59.060,60.168,60.693,61.234,63.377
26.023,61.372,63.006,60.080,63.436,61.470,61.735,61.722
26.031,59.562,59.100,57.835,57.501,57.691,59.887,59.444
26.039,53.373,52.758,55.633,55.045,55.321,54.234,54.792
26.047,51.099,53.691,54.258,50.062,52.847,53.725,54.061
26.055,53.028,52.155,50.431,51.246,51.322,52.252,53.741
26.062,50.638,46.351,50.827,47.637,47.751,50.768,46.066
26.070,44.498,43.299,45.745,42.240,45.432,43.972,42.597
26.078,41.141,37.506,43.066,39.752,38.705,42.929,39.402
26.086,43.070,41.730,41.306,39.508,44.547,40.775,42.903
26.094,49.167,48.510,48.526,52.690,51.506,51.450,50.474
26.102,60.151,61.296,64.061,63.152,61.313,63.293,60.743
26.109,71.532,71.958,74.980,71.537,71.175,73.369,74.127
26.117,75.172,75.745,77.921,79.043,76.556,75.244,77.826
26.125,72.762,76.722,76.541,73.006,75.429,75.684,73.178
26.133,68.469,69.626,67.394,68.579,68.306,67.108,70.862
26.141,60.679,64.001,59.976,61.328,60.371,64.940,62.110
26.148,58.152,55.249,57.215,58.907,57.516,57.761,56.811
26.156,53.716,52.848,53.604,54.728,53.495,57.356,54.152
26.164,51.212,49.090,49.210,49.108,50.378,50.968,48.372
26.172,43.634,41.030,42.264,45.633,41.725,41.858,41.789
26.180,37.805,35.195,37.991,37.125,38.155,37.860,38.952
26.188,38.192,35.261,35.685,37.598,37.482,37.468,39.067
26.195,44.835,46.968,43.938,47.331,44.632,44.787,47.392
26.203,54.453,54.195,55.349,55.042,57.537,57.350,54.746
26.211,62.838,64.223,62.290,65.805,63.547,65.526,63.782
26.219,65.097,65.908,64.361,63.082,66.169,62.566,65.756
26.227,60.411,55.954,55.869,58.797,60.106,61.708,58.637
26.234,49.667,48.443,49.995,49.277,49.127,50.072,50.260
26.242,44.268,42.856,45.150,44.254,44.566,45.396,41.920
26.250,40.156,39.036,41.199,40.123,35.689,41.277,40.127
26.258,32.259,31.175,31.236,31.823,32.602,34.394,33.804
26.266,28.015,27.130,24.879,26.142,26.412,25.582,28.660
26.273,16.099,20.214,17.054,18.140,21.207,17.306,18.438
26.281,12.255,14.234,17.113,14.534,13.083,16.590,14.759
26.289,15.105,15.284,13.826,13.833,16.186,14.791,16.931
26.297,25.222,24.481,26.618,24.174,25.025,26.136,22.100
26.305,34.747,37.203,35.893,33.337,36.212,33.922,32.756
26.312,42.137,41.080,42.861,39.897,41.975,41.117,41.068
26.320,42.760,39.496,42.603,41.224,42.667,42.946,42.192
26.328,37.048,35.511,33.530,34.225,33.520,37.686,37.491
26.336,28.314,27.116,28.039,28.641,26.079,27.190,27.681
26.344,24.205,24.180,23.229,23.396,21.169,20.254,22.360
26.352,17.552,20.625,22.123,17.718,20.858,18.297,21.874
26.359,18.286,14.201,14.348,14.413,14.506,15.422,18.661
26.367,11.244,10.130,10.878,11.362,10.865,8.463,8.011
26.375,5.845,4.961,5.041,7.107,6.896,3.622,6.526
26.383,3.787,3.835,5.110,3.956,5.246,5.648,5.293
26.391,10.480,7.703,9.933,6.879,7.103,6.584,10.114
26.398,20.850,18.219,22.143,20.987,20.584,18.747,21.741
26.406,29.992,34.116,33.480,34.192,30.215,32.660,29.878
26.414,41.660,39.881,39.530,37.945,41.507,40.760,38.593
26.422,38.623,38.103,38.794,40.924,42.580,39.541,39.446
26.430,34.837,38.097,34.974,37.484,37.318,34.157,37.614
26.438,32.530,29.097,30.171,33.434,29.830,34.239,31.609
26.445,26.229,29.837,27.865,27.200,29.283,30.501,29.725
26.453,26.326,26.389,25.864,30.635,27.374,26.945,29.448
26.461,29.215,28.362,26.312,26.677,27.367,25.611,25.963
26.469,23.121,21.449,20.807,23.997,25.289,21.497,25.480
26.477,20.378,17.714,22.001,20.448,17.263,16.340,17.005
26.484,19.436,20.619,18.832,18.672,19.833,22.548,22.137
26.492,29.732,30.927,29.092,27.155,26.307,28.447,28.250
26.500,38.472,42.674,44.194,43.874,41.814,38.949,40.278
26.508,54.371,54.030,56.098,56.835,55.733,56.570,55.202
26.516,59.632,62.534,59.781,63.495,63.528,63.955,64.602
26.523,62.356,65.040,62.783,61.308,62.810,60.713,63.510
26.531,57.168,57.032,59.184,59.811,58.103,57.980,59.938
26.539,56.747,53.211,54.325,53.369,53.328,54.158,55.513
26.547,51.667,50.838,50.928,50.001,50.722,54.443,51.764
26.555,53.494,50.268,52.655,53.612,53.063,52.125,53.135
26.562,48.790,49.311,50.730,47.523,49.790,51.400,47.255
26.570,41.356,43.752,45.407,41.950,45.169,42.740,41.952
26.578,37.981,42.238,42.342,40.498,39.265,39.277,42.196
26.586,40.941,41.773,43.146,43.996,42.738,40.180,41.209
26.594,48.852,48.378,49.496,52.308,51.463,48.341,50.921
26.602,63.308,61.700,64.232,64.832,65.476,64.828,61.523
26.609,74.285,76.155,75.489,73.319,73.784,74.765,75.272
26.617,77.388,76.178,78.207,78.504,80.107,76.826,75.613
26.625,74.240,73.211,75.996,76.043,75.171,72.209,74.038
26.633,66.939,69.689,67.661,66.038,69.016,67.683,68.179
26.641,63.060,63.684,62.572,61.280,61.219,62.769,60.190
26.648,57.758,60.222,58.376,61.510,58.751,59.335,60.127
26.656,55.515,55.776,52.640,57.036,57.696,55.937,55.554
26.664,50.248,50.823,52.225,50.560,50.467,47.788,47.165
26.672,44.800,42.276,41.540,40.977,43.308,41.404,42.087
26.680,36.376,39.573,36.513,38.040,39.207,37.853,40.165
26.688,35.070,38.283,39.358,38.410,38.761,38.579,41.318
26.695,46.434,48.548,41.981,45.765,46.906,47.743,43.478
26.703,55.006,54.958,53.419,55.748,55.518,55.985,56.360
26.711,64.200,60.853,61.302,63.777,65.377,64.654,60.321
26.719,64.413,65.696,62.746,64.956,62.189,64.456,65.093
26.727,61.047,59.234,60.135,58.924,57.351,60.053,56.096
26.734,48.045,50.110,50.673,50.401,51.731,51.903,51.959
26.742,41.946,45.737,44.375,44.412,44.769,42.858,41.088
26.750,40.210,37.334,41.129,40.321,41.505,38.964,41.542
26.758,30.995,34.302,34.564,32.495,35.126,36.610,34.306
26.766,24.813,25.410,25.173,25.013,26.715,29.444,26.943
26.773,20.492,19.720,17.171,20.535,17.877,21.177,18.362
26.781,17.351,12.591,12.986,13.104,13.285,11.807,14.534
26.789,16.604,15.193,19.403,15.039,13.439,16.245,18.715
26.797,24.794,25.764,21.698,22.044,22.579,22.424,22.292
26.805,35.421,31.299,35.045,36.576,33.702,35.197,36.934
26.812,43.658,43.597,40.494,39.546,41.218,39.309,40.848
26.820,42.524,42.037,41.367,40.316,43.380,38.720,43.724
26.828,35.642,34.055,32.813,35.705,33.306,35.600,37.654
26.836,27.528,28.355,27.041,29.676,29.290,26.987,29.112
26.844,23.861,20.245,22.296,22.964,19.861,21.429,21.568
26.852,18.553,19.325,21.033,18.015,16.626,20.029,17.146
26.859,16.541,15.424,15.260,16.655,13.682,16.374,13.853
26.867,8.094,8.262,9.611,8.645,12.165,10.688,11.654
26.875,4.380,6.955,5.395,7.005,6.239,3.059,6.341
26.883,1.709,4.467,1.637,2.932,0.246,1.809,1.065
26.891,8.415,8.356,6.586,10.852,5.984,10.505,10.209
26.898,18.180,21.007,19.570,17.490,22.329,17.725,18.560
26.906,30.350,32.111,34.673,30.650,31.663,32.524,31.153
26.914,38.890,40.179,41.840,40.101,41.511,40.679,40.574
26.922,38.841,39.030,40.969,40.609,38.225,38.604,39.443
26.930,38.171,36.362,35.020,36.940,35.974,36.648,35.779
26.938,32.012,34.431,31.593,31.914,29.871,32.234,32.698
26.945,30.732,27.797,29.174,26.451,29.620,30.756,28.154
26.953,27.823,31.129,29.483,29.180,29.887,28.881,28.443
26.961,29.036,25.810,23.501,26.750,24.749,28.012,26.719
26.969,24.707,20.512,21.801,23.432,24.602,21.948,24.391
26.977,17.351,18.995,19.409,22.091,17.367,18.802,20.495
26.984,22.143,19.753,17.204,17.276,21.716,21.028,20.808
26.992,27.510,29.265,28.147,29.788,27.093,28.505,29.875
27.000,40.022,39.680,44.277,40.824,38.867,41.811,40.891
27.008,56.854,57.225,56.180,52.659,56.558,54.523,55.591
27.016,63.633,63.460,60.741,62.513,62.433,61.574,64.069
27.023,59.192,63.813,62.254,61.334,63.101,62.175,60.701
27.031,59.423,58.141,56.484,55.589,57.679,60.387,58.800
27.039,57.413,53.660,52.927,57.461,55.350,55.601,54.183
27.047,52.810,51.178,49.452,52.313,50.489,51.849,50.557
27.055,52.207,51.413,50.234,51.388,50.654,50.186,51.715
27.062,47.275,51.217,47.696,48.508,49.150,46.687,47.630
27.070,42.583,44.030,43.003,45.601,42.866,42.867,45.129
27.078,40.401,38.639,37.606,42.494,42.795,39.833,41.628
27.086,43.297,42.654,40.377,40.400,44.433,41.302,43.058
27.094,50.923,51.045,50.409,49.096,48.913,52.405,48.772
27.102,61.186,62.204,64.185,64.208,62.014,65.291,63.686
27.109,73.162,73.221,74.615,74.511,73.360,74.823,72.257
27.117,75.566,77.033,76.885,79.880,78.608,77.537,79.422
27.125,73.963,73.926,76.563,73.472,77.291,75.807,72.390
27.133,67.436,68.810,68.846,69.055,68.170,66.130,69.234
27.141,60.171,65.220,62.021,63.558,61.194,60.903,62.183
27.148,58.186,60.363,60.523,61.017,60.504,56.936,56.871
27.156,55.178,57.357,53.847,55.758,57.966,57.471,54.859
27.164,51.491,48.537,50.680,49.873,48.652,49.747,51.425
27.172,45.244,42.068,42.601,43.445,43.493,44.015,42.115
27.180,35.301,38.295,40.182,40.041,37.461,36.053,35.845
27.188,36.892,37.332,39.384,39.943,40.773,37.454,39.805
27.195,43.970,43.609,46.025,46.104,44.423,45.224,48.710
27.203,54.395,54.755,55.467,57.336,55.739,56.557,56.277
27.211,63.577,61.975,61.617,61.368,63.279,65.027,62.332
27.219,63.463,65.146,65.523,65.461,63.094,63.011,61.180
27.227,59.082,60.853,56.674,57.314,55.998,56.377,60.162
27.234,48.912,51.603,53.455,51.855,50.573,49.668,52.015
27.242,42.248,43.809,42.153,44.526,42.594,45.224,41.929
27.250,37.642,36.328,37.622,39.297,40.727,39.423,40.474
27.258,32.106,35.493,31.943,31.816,33.248,33.648,37.024
27.266,26.351,26.103,25.478,29.370,25.004,28.246,24.979
27.273,17.983,20.684,19.492,16.684,19.250,19.399,17.437
27.281,14.332,12.947,14.855,13.437,12.643,12.802,14.334
27.289,18.605,14.597,18.085,14.963,13.747,16.071,14.279
27.297,23.520,23.023,24.059,23.314,23.937,22.116,22.414
27.305,32.782,37.122,36.441,36.646,32.231,33.444,33.522
27.312,43.249,40.291,43.055,39.481,40.255,40.886,43.899
27.320,38.855,39.941,42.165,38.637,43.101,40.986,43.212
27.328,32.844,34.496,33.433,34.934,34.084,37.099,34.767
27.336,26.114,29.360,28.475,26.570,27.658,30.643,28.025
27.344,22.043,21.411,23.221,22.186,22.592,21.882,25.656
27.352,20.442,17.194,19.519,19.864,17.191,18.445,18.752
27.359,14.364,18.477,15.071,18.220,13.611,13.983,15.447
27.367,12.106,9.813,10.013,11.489,11.819,13.312,8.528
27.375,6.190,3.007,3.227,2.977,5.370,3.027,6.431
27.383,2.719,2.799,1.858,5.296,3.135,4.592,4.926
27.391,10.800,6.697,6.732,7.858,10.551,9.328,7.869
27.398,18.843,21.325,20.633,20.560,20.737,17.632,17.754
27.406,31.295,30.813,33.094,31.497,33.844,33.135,30.492
27.414,42.102,38.750,37.823,39.179,42.123,38.688,42.132
27.422,39.599,40.365,41.056,40.359,41.445,41.181,41.295
27.430,34.823,36.712,38.569,38.554,36.173,38.061,37.202
27.438,31.010,32.184,30.261,32.458,32.615,33.950,31.415
27.445,30.319,30.548,28.752,30.983,30.887,27.419,30.805
27.453,30.323,25.774,25.621,30.251,28.147,29.004,29.005
27.461,26.722,25.479,27.507,27.276,25.626,26.751,26.143
27.469,22.444,22.194,19.859,22.526,25.129,22.776,23.326
27.477,18.772,19.716,17.290,19.605,18.536,16.408,19.540
27.484,18.553,20.982,21.498,20.874,19.311,20.896,18.616
27.492,30.292,29.988,28.045,28.346,30.315,29.381,26.552
27.500,40.296,43.329,38.557,43.063,39.899,42.844,41.224
27.508,53.956,54.047,55.136,54.704,53.808,55.092,54.838
27.516,64.683,63.319,60.383,62.429,61.657,60.894,63.784
27.523,62.133,60.497,63.525,63.342,59.636,63.700,63.462
27.531,58.243,59.156,55.636,58.526,56.440,57.767,56.794
27.539,55.970,54.067,52.808,55.728,52.777,56.747,56.784
27.547,53.538,54.213,54.588,53.763,52.054,53.218,51.836
27.555,51.952,53.909,48.977,52.995,50.525,51.566,50.743
27.562,48.985,46.616,50.205,47.888,46.533,48.973,49.432
27.570,46.866,44.909,45.683,46.594,45.332,41.893,44.083
27.578,42.084,40.971,39.104,38.769,41.111,42.236,39.207
27.586,41.777,43.491,40.033,43.030,42.596,43.153,39.847
27.594,50.309,48.425,51.125,48.535,49.407,51.305,50.103
27.602,63.029,63.728,62.726,61.964,60.060,65.038,63.478
27.609,73.811,74.966,73.508,73.742,74.910,70.889,75.027
27.617,77.540,78.795,77.880,76.655,76.140,78.735,78.920
27.625,74.741,76.094,75.989,76.667,75.687,73.743,76.117
27.633,68.299,70.570,66.423,70.328,67.821,67.233,69.435
27.641,62.565,64.967,62.068,62.823,60.644,62.359,60.580
27.648,60.357,58.873,61.176,60.735,59.046,57.876,58.811
27.656,57.730,58.183,55.125,53.597,54.184,54.557,56.101
27.664,48.817,49.393,50.589,49.312,49.388,50.754,49.674
27.672,42.454,43.693,43.286,43.911,44.732,43.789,43.940
27.680,37.576,35.509,35.816,35.631,39.276,36.285,35.594
27.688,35.736,40.523,37.201,39.871,40.543,35.931,38.166
27.695,45.709,43.909,46.174,47.852,48.834,47.749,47.356
27.703,55.013,57.712,55.493,56.339,56.438,55.339,56.585
27.711,65.798,61.059,64.499,65.708,62.354,63.143,64.538
27.719,64.217,62.601,62.100,62.001,64.503,63.292,61.306
27.727,59.775,60.182,60.230,58.640,57.268,57.386,58.272
27.734,53.532,52.576,50.344,51.748,50.652,49.916,49.987
27.742,43.089,42.984,43.914,41.909,40.238,40.873,42.947
27.750,37.092,35.309,40.137,41.340,39.905,37.537,36.726
27.758,31.680,32.779,34.316,33.967,33.653,32.993,35.684
27.766,25.379,27.391,25.845,27.602,25.138,26.102,25.891
27.773,19.475,18.361,20.632,22.156,19.805,21.130,20.925
27.781,14.212,16.323,11.856,13.977,13.690,16.197,16.589
27.789,16.237,16.595,15.649,14.048,17.098,18.184,15.780
27.797,24.428,24.237,25.159,23.790,23.921,23.881,24.948
27.805,36.793,34.537,35.384,34.471,34.563,34.474,33.174
27.812,38.221,40.133,38.884,38.549,39.585,39.803,39.235
27.820,38.862,39.061,40.431,39.509,40.946,39.378,40.244
27.828,38.121,34.162,35.408,36.157,36.428,37.258,33.419
27.836,26.325,30.475,29.249,26.028,28.941,26.667,28.383
27.844,21.136,22.759,23.358,20.273,23.562,23.554,22.444
27.852,20.756,20.008,18.429,18.934,19.416,17.633,21.114
27.859,17.739,18.233,18.572,18.458,14.309,18.433,16.067
27.867,12.513,9.726,9.711,8.513,9.602,10.278,10.343
27.875,5.626,7.237,7.063,5.242,6.236,2.812,4.471
27.883,4.423,3.060,3.294,2.625,3.641,1.723,3.935
27.891,7.795,7.237,7.781,7.072,8.145,10.298,7.659
27.898,20.564,19.928,19.247,18.827,21.310,20.980,19.700
27.906,34.933,31.403,32.545,30.209,34.323,34.427,33.305
27.914,39.616,38.897,39.821,39.784,38.335,37.862,38.182
27.922,42.014,38.573,41.500,41.992,41.953,41.620,43.277
27.930,34.798,36.821,34.159,37.303,37.822,34.272,36.423
27.938,32.229,33.809,30.799,32.024,33.124,32.383,30.881
27.945,29.657,27.485,27.425,28.635,28.066,29.942,29.034
27.953,30.005,26.221,26.515,26.078,29.908,26.508,26.760
27.961,25.820,27.849,27.263,28.195,29.161,27.976,24.767
27.969,22.775,22.169,20.676,24.376,21.339,23.932,19.220
27.977,18.264,18.555,16.911,20.525,17.789,19.630,18.434
27.984,21.034,19.120,18.579,21.339,21.030,21.494,19.500
27.992,26.221,30.711,27.134,30.266,26.968,27.832,26.719
28.000,40.735,40.352,39.325,42.734,44.470,41.867,42.027
28.008,53.116,56.946,57.327,51.916,55.382,52.608,52.199
28.016,60.655,61.754,61.397,62.280,63.529,64.818,63.064
28.023,61.543,61.626,63.335,62.307,64.262,65.317,62.221
28.031,57.959,61.287,57.412,57.946,58.739,57.230,55.955
28.039,56.149,52.587,55.227,55.691,54.967,55.195,55.279
28.047,51.314,54.341,51.309,52.691,51.799,54.565,53.868
28.055,52.244,50.938,51.154,51.408,51.141,52.559,50.230
28.062,46.304,49.620,46.865,48.100,47.623,49.514,49.935
28.070,44.675,42.466,43.204,41.513,41.867,45.329,44.918
28.078,42.239,42.359,41.907,41.605,38.446,41.452,40.670
28.086,42.742,43.885,40.142,43.019,42.410,42.445,44.294
28.094,48.282,51.431,51.678,49.983,50.910,50.301,50.031
28.102,60.958,60.984,60.607,63.581,61.864,60.733,61.487
28.109,73.599,71.634,73.794,72.628,75.287,73.790,74.121
28.117,76.061,76.068,76.891,76.124,77.843,78.565,77.465
28.125,74.102,76.891,73.003,73.806,76.103,76.563,72.628
28.133,69.528,67.437,70.550,65.783,68.891,68.822,66.679
28.141,63.555,63.183,61.737,61.077,61.457,65.390,63.476
28.148,57.023,60.443,60.269,58.077,60.030,56.811,58.814
28.156,53.370,52.255,54.816,56.259,55.699,53.881,55.638
28.164,51.165,48.269,49.692,47.237,51.640,52.364,52.324
28.172,42.181,40.280,41.448,42.477,44.573,44.222,42.948
28.180,34.649,36.137,35.699,39.477,39.421,36.989,39.066
28.188,38.860,40.528,39.800,38.933,38.054,39.151,39.167
28.195,45.145,47.264,45.716,42.688,44.478,45.631,47.344
28.203,55.448,56.862,55.933,52.974,57.764,56.060,55.590
28.211,62.174,63.875,62.050,62.092,64.772,63.510,62.772
28.219,62.135,62.625,63.652,62.025,65.442,65.938,63.612
28.227,57.150,60.381,60.610,60.164,55.422,57.598,59.180
28.234,50.388,48.801,48.641,48.982,47.683,50.299,50.755
28.242,41.930,44.899,42.714,45.718,42.915,44.541,43.021
28.250,38.324,39.262,38.361,40.381,38.696,37.718,40.081
28.258,32.413,35.526,34.550,30.991,36.064,33.218,34.161
28.266,26.633,27.414,26.825,24.729,28.603,27.774,25.959
28.273,19.286,21.608,18.944,19.890,17.681,20.831,19.707
28.281,13.368,11.636,12.022,16.969,13.299,15.555,13.676
28.289,16.386,17.408,17.137,15.876,15.431,17.300,16.213
28.297,23.827,22.875,23.589,22.141,25.436,23.872,23.887
28.305,34.211,33.304,33.010,33.142,33.195,33.100,36.535
28.312,39.560,40.031,44.014,43.099,40.513,39.632,40.686
28.320,43.800,40.769,40.849,40.498,43.266,40.703,38.448
28.328,33.789,34.838,35.507,34.341,34.930,37.091,34.905
28.336,29.167,27.261,30.320,28.090,30.418,28.400,26.955
28.344,25.385,21.084,22.800,24.367,25.119,22.345,23.469
28.352,17.086,18.554,21.604,18.106,18.247,20.098,19.267
28.359,14.883,13.975,17.081,17.357,17.517,15.603,16.417
28.367,8.640,8.951,9.862,8.947,8.313,8.859,10.490
28.375,3.198,3.174,6.950,5.936,3.751,7.018,3.684
28.383,2.565,1.119,3.687,5.853,1.813,4.565,1.125
28.391,10.076,8.305,8.494,9.451,5.944,5.905,8.185
28.398,21.147,21.929,19.473,17.150,20.069,20.970,20.205
28.406,32.705,30.166,33.968,29.930,32.717,31.262,30.871
28.414,42.816,40.158,39.448,38.145,37.780,38.596,41.847
28.422,38.777,42.066,40.693,42.600,40.961,38.992,41.687
28.430,38.490,36.151,36.128,38.224,35.638,37.285,37.078
28.438,30.803,30.583,30.714,30.150,32.492,32.096,32.072
28.445,26.100,30.282,28.609,29.714,30.725,28.352,30.165
28.453,27.712,28.083,27.068,28.815,25.916,26.650,31.601
28.461,26.356,27.354,27.773,24.268,26.892,26.712,28.095
28.469,21.274,23.944,21.126,24.280,23.807,23.719,21.290
28.477,16.860,15.836,19.480,18.370,21.787,20.462,21.144
28.484,22.918,21.240,20.572,19.313,18.943,18.630,23.237
28.492,26.185,28.035,31.119,30.021,28.380,28.636,29.072
28.500,42.421,40.930,43.602,41.053,39.600,42.746,41.795
28.508,56.849,54.769,52.629,57.623,52.933,55.234,55.204
28.516,63.707,59.708,60.081,59.840,65.118,62.242,61.840
28.523,65.641,61.438,59.968,64.737,61.842,61.593,64.818
28.531,56.744,58.771,57.336,59.824,58.073,57.612,56.852
28.539,53.736,54.296,52.063,53.338,57.111,55.224,55.657
28.547,52.117,52.444,52.330,52.971,50.574,55.159,54.887
28.555,52.878,51.539,50.630,54.188,50.164,52.597,52.009
28.562,48.549,49.075,49.708,47.140,45.720,49.644,47.005
28.570,42.094,42.952,43.502,45.982,44.062,45.335,45.470
28.578,38.560,42.368,41.306,39.633,41.881,41.061,40.420
28.586,43.173,44.411,40.815,39.448,40.206,40.296,44.313
28.594,51.280,53.074,52.535,51.901,50.861,50.780,48.450
28.602,63.276,60.398,64.887,64.464,61.277,62.140,64.279
28.609,73.521,71.114,75.728,72.114,74.536,73.353,71.693
28.617,79.652,79.638,75.457,75.782,78.501,79.484,79.489
28.625,77.260,76.283,75.871,73.278,72.510,76.242,76.164
28.633,69.503,68.025,70.371,70.672,70.666,67.077,66.813
28.641,65.015,64.481,62.126,60.845,61.583,60.889,63.913
28.648,60.942,57.182,57.646,58.325,57.322,61.746,57.651
28.656,54.818,58.377,55.285,57.276,53.831,53.623,55.255
28.664,49.720,50.842,47.794,50.960,49.081,47.852,50.653
28.672,44.398,40.404,40.644,45.201,43.522,45.533,42.009
28.680,35.768,39.331,36.492,35.314,35.890,40.140,40.192
